district,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Xuhui,10000,1,2,1,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10000,2,2,1,0,105,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,10000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,1,1,0,58,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,10000,2,1,2,1,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Xuhui,10000,1,2,1,1,65,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,10000,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,10000,1,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,10000,1,2,1,0,50,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,10000,1,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,0,3
Xuhui,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,10000,2,2,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,10000,1,1,1,1,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,10000,1,1,1,0,46,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Xuhui,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,0,1,0,0,3
Xuhui,10000,2,1,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,10000,1,2,1,0,70,0,detached lane house,residential,0,1,1,1,0,1,0,0,4
Xuhui,10000,1,1,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,1,4
Xuhui,10000,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,10000,2,1,2,0,65,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,10000,1,1,1,0,70,1,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,10000,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,10000,2,1,1,0,85,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,10000,3,2,1,0,100,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,10000,1,2,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10300,1,2,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,10450,1,1,1,0,46,0,villa,residential,0,1,1,0,1,0,0,0,3
Xuhui,10500,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,10500,1,2,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10500,1,1,1,0,60,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,10500,1,2,1,0,65,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,10500,1,0,1,0,48,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,10500,1,2,1,0,60,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,10500,1,1,1,0,50,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,10500,2,2,2,0,110,0,attached lane house,multi-use,1,1,0,1,0,0,0,1,4
Xuhui,10500,1,2,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10500,1,1,1,0,40,1,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,10500,1,1,1,0,87,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,10500,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,1,1,0,1,0,5
Xuhui,10500,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,10500,1,1,1,0,65,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10500,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,10500,1,2,1,0,50,0,attached lane house,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,10500,2,1,1,0,85,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,10800,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,10800,1,1,1,0,65,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10800,1,0,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,10800,1,1,1,1,78,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,10800,1,1,1,1,60,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,10800,2,2,2,0,120,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,10900,1,0,1,0,38,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,11000,1,1,1,0,80,1,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,11000,1,1,1,1,50,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Xuhui,11000,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,0,68,0,detached lane house,residential,0,1,1,1,1,1,0,0,5
Xuhui,11000,1,1,1,0,70,0,detached lane house,residential,0,1,0,0,1,0,0,1,3
Xuhui,11000,2,2,1,0,65,0,public housing,residential,0,0,1,0,0,0,0,0,1
Xuhui,11000,2,2,1,0,70,0,public housing,residential,0,0,0,0,1,1,0,0,2
Xuhui,11000,1,1,1,1,65,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,11000,1,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,11000,1,1,1,0,60,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,11000,1,1,1,0,70,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,11000,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,11000,1,1,1,1,76,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,11000,2,1,1,0,85,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,11000,1,2,1,0,60,0,attached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,11000,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,11000,1,1,1,0,70,0,attached lane house,multi-use,0,0,0,0,0,1,0,0,1
Xuhui,11000,1,2,1,0,75,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,11000,1,1,1,0,65,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,11000,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,11000,2,1,1,0,80,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,11000,2,1,1,0,80,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,0,65,0,villa,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,1,65,0,attached lane house,residential,1,1,0,0,0,1,1,0,4
Xuhui,11000,2,2,2,0,80,0,detached lane house,residential,1,1,0,1,1,1,0,0,5
Xuhui,11000,1,2,1,0,70,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,11000,1,1,1,0,85,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11000,2,2,1,0,65,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,1,58,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11000,2,1,1,0,75,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,2,1,0,80,0,public housing,residential,1,0,0,0,0,0,1,0,2
Xuhui,11000,1,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,2,1,0,65,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11000,1,1,1,0,80,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,11000,2,2,1,1,100,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,11200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,11500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,11500,2,2,1,0,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,11500,1,2,1,0,80,0,attached lane house,residential,0,1,1,0,0,1,0,0,3
Xuhui,11500,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,11500,1,1,1,1,60,0,detached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,11500,1,1,1,0,70,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,11500,1,2,1,0,75,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,11500,1,1,1,0,55,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,11500,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,11500,1,2,1,0,75,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,11500,1,1,1,0,22,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,11500,1,2,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,11500,1,2,1,0,70,0,attached lane house,multi-use,0,1,0,1,0,0,0,1,3
Xuhui,11600,1,2,1,0,98,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11800,1,2,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,11800,1,2,1,0,60,0,attached lane house,multi-use,1,1,0,1,1,1,1,0,6
Xuhui,11800,1,1,1,0,52,1,detached lane house,residential,0,1,0,0,1,0,0,1,3
Xuhui,11800,1,2,1,1,85,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,11800,2,2,1,0,10,0,attached lane house,residential,1,0,0,0,0,1,0,0,2
Xuhui,11800,1,1,1,1,60,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,11800,1,1,1,0,60,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,11800,2,1,1,0,70,0,public housing,residential,1,0,0,0,0,0,1,0,2
Xuhui,11800,1,1,1,0,65,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,11800,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,11800,1,1,1,0,65,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,11800,1,2,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,11800,2,2,1,0,85,0,detached lane house,residential,1,0,0,0,1,1,1,1,5
Xuhui,11800,1,0,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,11800,1,1,1,0,65,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,11800,2,1,1,0,85,0,attached lane house,multi-use,1,0,0,1,1,1,0,0,4
Xuhui,11900,1,1,1,0,42,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,11999,1,1,1,0,50,1,attached lane house,residential,1,0,0,0,1,0,1,0,3
Xuhui,12000,1,1,1,1,45,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,12000,1,2,1,0,75,0,detached lane house,multi-use,0,0,0,0,1,0,0,1,2
Xuhui,12000,2,1,1,0,70,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,12000,1,2,1,1,68,0,detached lane house,multi-use,1,1,0,0,1,0,1,1,5
Xuhui,12000,1,2,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,12000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,1,1,0,60,0,public housing,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12000,2,2,1,0,95,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,12000,1,2,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,1,4
Xuhui,12000,2,1,1,0,70,0,public housing,residential,0,0,0,0,0,1,0,0,1
Xuhui,12000,2,2,1,0,78,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,1,1,0,60,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,12000,1,0,1,0,50,0,public housing,residential,1,1,0,0,0,1,1,1,5
Xuhui,12000,1,2,1,0,75,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,12000,1,2,1,0,70,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,12000,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,12000,2,1,1,0,70,0,detached lane house,residential,1,0,0,0,0,1,0,0,2
Xuhui,12000,1,2,1,0,70,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Xuhui,12000,1,1,1,0,40,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,12000,1,1,1,0,55,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,12000,1,1,1,0,60,0,public housing,residential,0,0,0,0,0,1,1,0,2
Xuhui,12000,2,2,1,1,60,0,attached lane house,residential,0,1,1,1,1,0,1,0,5
Xuhui,12000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12000,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12000,2,1,1,0,80,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,12000,2,1,1,0,100,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,12000,1,2,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,0,1,0,55,0,detached lane house,multi-use,1,1,1,1,0,0,0,0,4
Xuhui,12000,1,1,1,0,40,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,12000,1,2,1,0,80,0,attached lane house,residential,1,0,0,0,0,1,1,0,3
Xuhui,12000,1,1,1,0,68,0,detached lane house,residential,1,1,0,0,1,0,1,1,5
Xuhui,12000,1,2,1,0,80,0,detached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,12000,2,2,1,0,72,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,12000,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,1,0,2
Xuhui,12000,2,1,1,1,80,0,attached lane house,residential,1,0,0,0,1,1,1,0,4
Xuhui,12000,1,2,1,0,70,0,detached lane house,multi-use,0,1,1,1,1,1,0,0,5
Xuhui,12000,1,2,1,0,80,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,12000,1,1,1,0,65,0,attached lane house,residential,1,0,0,1,0,0,0,0,2
Xuhui,12000,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,1,0,1,1,6
Xuhui,12000,2,1,1,0,75,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,12000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12000,2,1,1,0,75,0,public housing,residential,0,0,0,0,1,1,0,0,2
Xuhui,12000,1,2,1,0,50,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12000,1,1,1,1,50,0,attached lane house,residential,1,0,1,0,1,0,0,0,3
Xuhui,12000,1,1,1,0,65,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12500,2,1,2,0,70,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,12500,1,1,1,0,75,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,12500,1,2,1,0,46,0,attached lane house,residential,1,1,0,1,1,0,1,0,5
Xuhui,12500,1,1,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,12500,1,2,1,1,60,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,12500,1,2,1,0,75,0,detached lane house,residential,1,0,0,0,1,1,0,1,4
Xuhui,12500,2,2,1,0,80,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,12500,2,1,1,0,65,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,12500,2,2,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,12500,2,2,1,0,90,0,public housing,residential,0,0,0,0,0,1,0,0,1
Xuhui,12500,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Xuhui,12500,1,1,1,0,65,0,public housing,residential,1,0,0,0,1,1,0,0,3
Xuhui,12500,2,2,1,0,90,0,attached lane house,multi-use,1,0,1,1,1,0,0,0,4
Xuhui,12500,2,1,1,0,78,0,public housing,multi-use,1,1,0,1,1,0,0,0,4
Xuhui,12500,1,1,1,0,55,0,attached lane house,residential,0,1,1,1,0,1,0,0,4
Xuhui,12500,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12500,1,2,1,0,70,0,attached lane house,multi-use,0,0,0,0,1,0,0,1,2
Xuhui,12600,2,2,1,1,120,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12800,1,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,12800,2,2,1,0,65,0,attached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,12800,2,1,1,0,90,0,public housing,residential,0,1,0,1,1,0,0,0,3
Xuhui,12800,1,1,1,0,80,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,12800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,12800,1,2,1,0,65,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,12800,1,2,1,0,75,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,12800,1,2,1,0,86,0,detached lane house,residential,0,0,0,0,0,1,0,1,2
Xuhui,12800,1,2,1,1,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,12800,2,2,1,0,100,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,12900,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,1,1,5
Xuhui,13000,1,2,1,0,87,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,13000,2,2,2,0,80,0,public housing,residential,1,0,0,0,1,0,0,0,2
Xuhui,13000,1,1,1,0,50,0,attached lane house,residential,1,1,0,1,0,0,1,0,4
Xuhui,13000,1,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,1,1,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,13000,1,2,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,1,1,0,50,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
Xuhui,13000,1,1,1,0,68,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,2,1,0,78,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,1,1,0,60,0,detached lane house,residential,1,1,1,1,1,0,0,1,6
Xuhui,13000,1,2,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,1,1,1,68,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,13000,2,1,1,0,70,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,13000,1,2,1,0,75,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,2,2,1,0,90,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,13000,1,1,1,1,50,0,detached lane house,residential,1,0,0,0,0,1,1,1,4
Xuhui,13000,1,1,1,1,70,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,13000,2,1,2,1,81,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,1,1,1,60,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,13000,1,1,1,0,75,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,13000,1,2,1,0,75,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,2,2,1,0,80,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,13000,1,1,1,0,60,0,detached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,13000,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,13000,2,2,1,0,90,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,13000,1,1,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,1,2,1,0,68,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,13000,2,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,0,3
Xuhui,13000,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13000,7,2,2,0,220,1,villa,residential,0,0,1,0,0,0,0,0,1
Xuhui,13000,1,1,1,0,80,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,13000,1,2,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,13500,1,2,1,0,78,0,detached lane house,multi-use,1,1,1,0,1,0,1,0,5
Xuhui,13500,1,2,1,0,75,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,13500,3,2,1,0,85,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,13500,1,2,1,0,90,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,13500,1,2,1,0,80,0,detached lane house,multi-use,1,1,0,1,0,0,0,1,4
Xuhui,13500,1,2,1,0,50,0,public housing,residential,1,0,0,0,1,1,1,1,5
Xuhui,13500,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,13500,1,2,1,0,75,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,13500,2,1,2,0,80,0,public housing,residential,1,1,0,0,0,1,0,0,3
Xuhui,13500,1,1,1,0,75,0,detached lane house,residential,1,0,1,0,1,0,0,1,4
Xuhui,13500,1,1,1,0,50,0,attached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,13500,1,1,1,0,75,0,public housing,residential,1,1,0,0,1,0,1,1,5
Xuhui,13500,1,1,1,0,44,0,detached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,13500,2,1,0,0,70,0,attached lane house,residential,1,1,1,1,1,0,0,1,6
Xuhui,13500,1,1,1,0,80,0,public housing,multi-use,0,1,1,0,0,1,0,0,3
Xuhui,13500,1,1,1,0,35,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,13500,1,2,1,1,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,13500,1,2,1,0,80,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,13500,1,2,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,13500,1,2,2,0,80,1,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,13500,1,1,1,0,80,0,public housing,residential,1,0,0,0,0,0,0,1,2
Xuhui,13500,1,2,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,13500,1,1,1,0,75,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,13800,1,2,1,0,80,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13800,1,2,1,0,80,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,13800,2,2,2,0,80,0,detached lane house,residential,1,1,0,1,1,0,0,0,4
Xuhui,13800,1,2,1,0,80,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,13800,1,1,1,1,40,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,13800,2,2,1,0,90,0,attached lane house,multi-use,1,1,0,1,1,0,0,0,4
Xuhui,13800,1,1,1,0,70,0,attached lane house,residential,1,0,0,0,1,1,1,1,5
Xuhui,13800,2,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,13800,1,2,1,0,70,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Xuhui,13800,1,1,1,0,65,1,detached lane house,residential,1,1,1,1,1,1,1,1,8
Xuhui,13800,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,13800,1,2,1,0,72,0,public housing,residential,1,1,1,1,1,0,1,1,7
Xuhui,13800,1,1,1,0,43,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,14000,2,2,2,0,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,14000,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,14000,2,1,1,0,70,0,attached lane house,multi-use,0,1,1,0,0,1,0,0,3
Xuhui,14000,2,2,2,0,100,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,14000,2,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,14000,2,1,1,0,90,0,public housing,residential,0,0,0,0,0,1,0,0,1
Xuhui,14000,1,1,1,0,45,0,attached lane house,multi-use,1,0,0,0,1,1,0,0,3
Xuhui,14000,1,2,1,0,75,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,14000,1,1,1,0,60,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,14000,2,2,1,0,100,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,14000,2,1,1,0,80,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,14000,1,2,1,0,65,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,14000,2,2,1,1,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,14000,1,0,1,0,50,0,attached lane house,residential,1,1,1,0,1,0,1,0,5
Xuhui,14000,1,2,1,0,80,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,14000,2,2,2,0,70,0,attached lane house,residential,1,1,0,0,0,0,0,1,3
Xuhui,14000,2,2,1,0,60,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,14500,2,1,1,1,50,0,attached lane house,residential,1,1,0,1,1,1,0,0,5
Xuhui,14500,2,1,1,0,70,0,attached lane house,residential,0,1,1,1,1,1,0,0,5
